sura,aya,n_words,n_chars,zscore_n_words,zscore_n_chars,is_z_anomaly
2,267,30,241,1.749269901829252,1.7829630959557758,0
2,268,16,133,0.3151340413632744,0.3830082730549562,0
2,269,16,127,0.3151340413632744,0.3052330051160218,0
2,270,15,112,0.21269576561570458,0.1107948352686857,0
2,271,21,171,0.8273254201011235,0.875584970001541,0
2,272,28,217,1.5443933503341123,1.4718620242000384,0
2,273,30,249,1.749269901829252,1.8866634532076885,0
2,274,19,147,0.6224488686059838,0.5644838982458033,0
2,275,46,371,3.3882823137903686,3.4680939012993552,1
2,276,12,88,-0.09461906162700487,-0.20030623648705204,0
2,277,19,166,0.6224488686059838,0.8107722467190956,0
2,278,13,103,0.00781921412056495,-0.005868066639715946,0
2,279,17,137,0.41757231711084425,0.43485845168091253,0
2,280,14,103,0.11025748986813477,-0.005868066639715946,0
2,281,16,106,0.3151340413632744,0.033019567329751275,0
2,282,135,1073,12.505288855324082,12.567800250154685,1
2,283,33,279,2.0565847290719614,2.2755397929023604,0
2,284,29,195,1.646831626081682,1.1866860417572787,0
2,285,29,238,1.646831626081682,1.7440754619863086,0
2,286,53,364,4.105350244023358,3.3773560887039316,1
3,1,5,41,-0.8116869918599936,-0.8095458353420384,0
3,2,7,48,-0.606810440364854,-0.7188080227466149,0
3,3,13,102,0.00781921412056495,-0.01883061129620502,0
3,4,19,141,0.6224488686059838,0.4867086303068688,0
3,5,11,69,-0.19705733737457468,-0.44659458496034443,0
3,6,13,96,0.00781921412056495,-0.09660587923513946,0
3,7,48,393,3.5931588652855084,3.753269883742115,1
3,8,15,102,0.21269576561570458,-0.01883061129620502,0
3,9,13,90,0.00781921412056495,-0.17438114717407388,0
3,10,16,130,0.3151340413632744,0.344120639085489,0
3,11,16,132,0.3151340413632744,0.37004572839846717,0
3,12,9,83,-0.4019338888697143,-0.2651189597694974,0
3,13,30,231,1.749269901829252,1.6533376493908853,0
3,14,31,238,1.8517081775768216,1.7440754619863086,0
3,15,26,214,1.3395167988389727,1.4329743902305712,0
3,16,12,92,-0.09461906162700487,-0.14845605786109575,0
3,17,11,95,-0.19705733737457468,-0.10956842389162852,0
3,18,20,145,0.7248871443535537,0.5385588089328252,0
3,19,26,201,1.3395167988389727,1.2644613096962132,0
3,20,29,241,1.646831626081682,1.7829630959557758,0
3,21,19,169,0.6224488686059838,0.8496598806885628,0
3,22,12,98,-0.09461906162700487,-0.07068078992216131,0
3,23,20,158,0.7248871443535537,0.707071889467183,0
3,24,15,124,0.21269576561570458,0.2663453711465546,0
3,25,15,106,0.21269576561570458,0.033019567329751275,0
3,26,25,182,1.2370785230914028,1.0181729612229207,0
3,27,21,161,0.8273254201011235,0.7459595234366503,0
3,28,27,218,1.4419550745865424,1.4848245688565274,0
3,29,23,147,1.0322019715962631,0.5644838982458033,0
3,30,28,197,1.5443933503341123,1.2126111310702568,0
3,31,16,118,0.3151340413632744,0.18857010320762013,0
3,32,12,88,-0.09461906162700487,-0.20030623648705204,0
3,33,11,93,-0.19705733737457468,-0.13549351320460667,0
3,34,8,55,-0.5043721646172842,-0.6280702101511915,0
3,35,18,127,0.520010592858414,0.3052330051160218,0
3,36,26,209,1.3395167988389727,1.3681616669481258,0
3,37,34,268,2.1590230048195314,2.132951801680981,0
3,38,15,107,0.21269576561570458,0.045982111986240345,0
3,39,20,184,0.7248871443535537,1.044098050535899,0
3,40,18,122,0.520010592858414,0.24042028183357644,0
3,41,23,161,1.0322019715962631,0.7459595234366503,0
3,42,13,116,0.00781921412056495,0.162645013894642,0
3,43,9,66,-0.4019338888697143,-0.48548221892981164,0
3,44,20,156,0.7248871443535537,0.6811468001542049,0
3,45,21,174,0.8273254201011235,0.9144726039710082,0
3,46,7,61,-0.606810440364854,-0.5502949422122569,0
3,47,23,156,1.0322019715962631,0.6811468001542049,0
3,48,8,65,-0.5043721646172842,-0.4984447635863007,0
3,49,46,365,3.3882823137903686,3.3903186333604207,1
3,50,20,162,0.7248871443535537,0.7589220680931393,0
3,51,9,70,-0.4019338888697143,-0.4336320403038553,0
3,52,22,161,0.9297636958486933,0.7459595234366503,0
3,53,11,86,-0.19705733737457468,-0.22623132580003016,0
3,54,7,56,-0.606810440364854,-0.6151076654947023,0
3,55,30,254,1.749269901829252,1.9514761764901338,0
3,56,14,113,0.11025748986813477,0.12375737992517478,0
3,57,12,112,-0.09461906162700487,0.1107948352686857,0
3,58,8,62,-0.5043721646172842,-0.5373323975557679,0
3,59,15,93,0.21269576561570458,-0.13549351320460667,0
3,60,7,48,-0.606810440364854,-0.7188080227466149,0
3,61,25,217,1.2370785230914028,1.4718620242000384,0
3,62,15,107,0.21269576561570458,0.045982111986240345,0
3,63,7,54,-0.606810440364854,-0.6410327548076805,0
3,64,31,249,1.8517081775768216,1.8866634532076885,0
3,65,16,134,0.3151340413632744,0.3959708177114453,0
3,66,20,148,0.7248871443535537,0.5774464429022923,0
3,67,14,113,0.11025748986813477,0.12375737992517478,0
3,68,15,126,0.21269576561570458,0.2922704604595327,0
3,69,13,107,0.00781921412056495,0.045982111986240345,0
3,70,8,76,-0.5043721646172842,-0.3558567723649209,0
3,71,11,99,-0.19705733737457468,-0.057718245265672236,0
3,72,19,154,0.6224488686059838,0.6552217108412267,0
3,73,33,222,2.0565847290719614,1.5366747474824838,0
3,74,9,65,-0.4019338888697143,-0.4984447635863007,0
3,75,36,283,2.3638995563146707,2.327389971528317,0
3,76,10,73,-0.2994956131221445,-0.3947444063343881,0
3,77,27,224,1.4419550745865424,1.5625998367954619,0
3,78,30,220,1.749269901829252,1.5107496581695055,0
3,79,30,222,1.749269901829252,1.5366747474824838,0
3,80,15,127,0.21269576561570458,0.3052330051160218,0
3,81,34,294,2.1590230048195314,2.4699779627496965,0
3,82,7,60,-0.606810440364854,-0.5632574868687461,0
3,83,15,117,0.21269576561570458,0.17560755855113105,0
3,84,32,243,1.9541464533243915,1.808888185268754,0
3,85,13,98,0.00781921412056495,-0.07068078992216131,0
3,86,19,158,0.6224488686059838,0.707071889467183,0
3,87,11,94,-0.19705733737457468,-0.1225309685481176,0
3,88,9,66,-0.4019338888697143,-0.48548221892981164,0
3,89,11,83,-0.19705733737457468,-0.2651189597694974,0
3,90,14,122,0.11025748986813477,0.24042028183357644,0
3,91,24,180,1.134640247343833,0.9922478719099427,0
3,92,15,107,0.21269576561570458,0.045982111986240345,0
3,93,26,190,1.3395167988389727,1.1218733184748333,0
3,94,11,86,-0.19705733737457468,-0.22623132580003016,0
3,95,12,87,-0.09461906162700487,-0.21326878114354111,0
3,96,10,86,-0.2994956131221445,-0.22623132580003016,0
3,97,25,195,1.2370785230914028,1.1866860417572787,0
3,98,13,96,0.00781921412056495,-0.09660587923513946,0
3,99,19,147,0.6224488686059838,0.5644838982458033,0
3,100,14,129,0.11025748986813477,0.33115809442899996,0
3,101,18,144,0.520010592858414,0.525596264276336,0
3,102,12,104,-0.09461906162700487,0.007094478016773126,0
3,103,36,307,2.3638995563146707,2.6384910432840547,0
3,104,15,135,0.21269576561570458,0.40893336236793437,0
3,105,16,126,0.3151340413632744,0.2922704604595327,0
3,106,17,154,0.41757231711084425,0.6552217108412267,0
3,107,10,79,-0.2994956131221445,-0.3169691383954537,0
3,108,12,94,-0.09461906162700487,-0.1225309685481176,0
3,109,11,79,-0.19705733737457468,-0.3169691383954537,0
3,110,25,216,1.2370785230914028,1.4588994795435493,0
3,111,11,91,-0.19705733737457468,-0.1614186025175848,0
3,112,35,300,2.261461280567101,2.547753230688631,0
3,113,14,120,0.11025748986813477,0.2144951925205983,0
3,114,18,158,0.520010592858414,0.707071889467183,0
3,115,11,76,-0.19705733737457468,-0.3558567723649209,0
3,116,18,151,0.520010592858414,0.6163340768717596,0
3,117,23,188,1.0322019715962631,1.0959482291618552,0
3,118,30,241,1.749269901829252,1.7829630959557758,0
3,119,28,244,1.5443933503341123,1.821850729925243,0
3,120,21,173,0.8273254201011235,0.9015100593145191,0
3,121,12,94,-0.09461906162700487,-0.1225309685481176,0
3,122,13,108,0.00781921412056495,0.058944656642729416,0
3,123,11,94,-0.19705733737457468,-0.1225309685481176,0
3,124,13,118,0.00781921412056495,0.18857010320762013,0
3,125,15,140,0.21269576561570458,0.47374608565037973,0
3,126,17,127,0.41757231711084425,0.3052330051160218,0
3,127,9,83,-0.4019338888697143,-0.2651189597694974,0
3,128,12,89,-0.09461906162700487,-0.18734369183056296,0
3,129,17,117,0.41757231711084425,0.17560755855113105,0
3,130,13,125,0.00781921412056495,0.27930791580304365,0
3,131,6,51,-0.7092487161124238,-0.6799203887771477,0
3,132,6,53,-0.7092487161124238,-0.6539952994641696,0
3,133,12,111,-0.09461906162700487,0.09783229061219663,0
3,134,17,129,0.41757231711084425,0.33115809442899996,0
3,135,25,192,1.2370785230914028,1.1477984077878114,0
3,136,15,140,0.21269576561570458,0.47374608565037973,0
3,137,14,99,0.11025748986813477,-0.057718245265672236,0
3,138,6,61,-0.7092487161124238,-0.5502949422122569,0
3,139,9,73,-0.4019338888697143,-0.3947444063343881,0
3,140,25,205,1.2370785230914028,1.3163114883221694,0
3,141,6,63,-0.7092487161124238,-0.5243698528992788,0
3,142,13,112,0.00781921412056495,0.1107948352686857,0
3,143,12,95,-0.09461906162700487,-0.10956842389162852,0
3,144,27,209,1.4419550745865424,1.3681616669481258,0
3,145,24,189,1.134640247343833,1.1089107738183444,0
3,146,22,168,0.9297636958486933,0.8366973360320737,0
3,147,20,155,0.7248871443535537,0.6681842554977159,0
3,148,11,97,-0.19705733737457468,-0.08364333457865038,0
3,149,12,122,-0.09461906162700487,0.24042028183357644,0
3,150,6,50,-0.7092487161124238,-0.6928829334336368,0
3,151,20,158,0.7248871443535537,0.707071889467183,0
3,152,41,323,2.87609093505252,2.84589175778788,0
3,153,27,206,1.4419550745865424,1.3292740329786585,0
3,154,77,565,6.563868861965033,5.982827564658235,1
3,155,21,170,0.8273254201011235,0.862622425345052,0
3,156,39,288,2.67121438355738,2.3922026948107624,0
3,157,14,105,0.11025748986813477,0.0200570226732622,0
3,158,7,54,-0.606810440364854,-0.6410327548076805,0
3,159,33,233,2.0565847290719614,1.6792627387038632,0
3,160,18,140,0.520010592858414,0.47374608565037973,0
3,161,21,137,0.8273254201011235,0.43485845168091253,0
3,162,13,105,0.00781921412056495,0.0200570226732622,0
3,163,9,60,-0.4019338888697143,-0.5632574868687461,0
3,164,26,207,1.3395167988389727,1.3422365776351477,0
3,165,20,150,0.7248871443535537,0.6033715322152705,0
3,166,9,87,-0.4019338888697143,-0.21326878114354111,0
3,167,35,284,2.261461280567101,2.3403525161848058,0
3,168,17,132,0.41757231711084425,0.37004572839846717,0
3,169,13,102,0.00781921412056495,-0.01883061129620502,0
3,170,20,150,0.7248871443535537,0.6033715322152705,0
3,171,11,92,-0.19705733737457468,-0.14845605786109575,0
3,172,17,130,0.41757231711084425,0.344120639085489,0
3,173,18,139,0.520010592858414,0.4607835409938907,0
3,174,18,124,0.520010592858414,0.2663453711465546,0
3,175,11,102,-0.19705733737457468,-0.01883061129620502,0
3,176,22,168,0.9297636958486933,0.8366973360320737,0
3,177,13,100,0.00781921412056495,-0.044755700609183165,0
3,178,17,148,0.41757231711084425,0.5774464429022923,0
3,179,37,283,2.4663378320622407,2.327389971528317,0
3,180,32,240,1.9541464533243915,1.770000551299287,0
3,181,22,181,0.9297636958486933,1.0052104165664317,0
3,182,9,75,-0.4019338888697143,-0.36881931702140996,0
3,183,30,231,1.749269901829252,1.6533376493908853,0
3,184,15,104,0.21269576561570458,0.007094478016773126,0
3,185,23,192,1.0322019715962631,1.1477984077878114,0
3,186,24,209,1.134640247343833,1.3681616669481258,0
3,187,22,189,0.9297636958486933,1.1089107738183444,0
3,188,20,164,0.7248871443535537,0.7848471574061174,0
3,189,11,75,-0.19705733737457468,-0.36881931702140996,0
3,190,14,108,0.11025748986813477,0.058944656642729416,0
3,191,22,187,0.9297636958486933,1.082985684505366,0
3,192,11,88,-0.19705733737457468,-0.20030623648705204,0
3,193,21,186,0.8273254201011235,1.070023139848877,0
3,194,14,109,0.11025748986813477,0.07190720129921849,0
3,195,46,362,3.3882823137903686,3.3514309993909537,1
3,196,7,56,-0.606810440364854,-0.6151076654947023,0
3,197,7,62,-0.606810440364854,-0.5373323975557679,0
3,198,21,165,0.8273254201011235,0.7978097020626066,0
3,199,31,237,1.8517081775768216,1.7311129173298196,0
3,200,11,106,-0.19705733737457468,0.033019567329751275,0
